submission_id,group_id,outcome,room_id,room_number,preference_order,member_ids,reason,error_code,skipped
4ef9b2e0-574a-4189-8e40-1cb5b8ca1d3c,ec00a9c5-a5c3-4061-bcf2-8d7dcca94d3f,ALLOCATED,5d90050c-9003-41d9-a1f8-a43eabfd7583,202,1,9973,,,false
