submission_id,group_id,outcome,room_id,room_number,preference_order,member_ids,reason,error_code,skipped
e300f4f4-8c97-4886-894b-94337cda7e42,ec00a9c5-a5c3-4061-bcf2-8d7dcca94d3f,ALLOCATED,c90fdb5a-e938-4d60-9d9e-76c97b374862,101,1,9973,,,false
